1|10005
1|10009
1|10012
1|10014
1|10016
1|11000
1|11001
1|11003
1|11006
1|11007
1|11008
1|11009
1|11010
1|11011
1|11012
1|12000
1|12002
1|12008
1|12014
1|12016
1|12018
1|12020
1|13000
1|13001
1|13002
1|13003
1|13004
1|13005
1|13007
1|13010
1|16000
1|16002
1|16003
1|17004
1|17006
1|17012
1|17016
1|17022
1|18010
1|18025
1|18030
1|18035
1|18060
1|18070
1|18075
1|18080
1|18085
1|18090
1|18125
1|18130
1|18135
1|18140
1|18145
2|10005
2|10006
2|10007
2|10008
2|10009
2|10011
2|10015
2|11001
2|11003
2|11005
2|11006
2|11007
2|11010
2|11011
2|11012
2|12000
2|12006
2|12008
2|12010
2|12012
2|12014
2|12018
2|12020
2|13001
2|13003
2|13004
2|13008
2|13009
2|14000
2|14035
2|14045
2|14050
2|14070
2|14075
2|14080
2|14115
2|14120
2|15015
2|15045
2|15090
2|15150
2|15165
2|15180
2|16000
2|16001
2|16002
2|16004
2|16005
2|17004
2|17006
2|17014
2|17016
2|17018
2|17020
2|17022
2|18000
2|18010
2|18020
2|18030
2|18035
2|18040
2|18045
2|18050
2|18060
2|18065
2|18075
2|18085
2|18090
2|18110
2|18115
2|18135
2|18140
3|10006
3|10008
3|10009
3|10012
3|10013
3|10015
3|10016
3|10017
3|11000
3|11001
3|11002
3|11003
3|11011
3|11012
3|12006
3|12010
3|12012
3|12014
3|12016
3|12018
3|12020
3|13000
3|13002
3|13004
3|13006
3|14000
3|14005
3|14010
3|14015
3|14025
3|14040
3|14050
3|14060
3|14080
3|14085
3|14110
3|15000
3|15015
3|15045
3|15060
3|15075
3|15105
3|15120
3|15150
3|15165
3|15180
3|16001
3|16002
3|17002
3|17004
3|17008
3|17010
3|17012
3|17016
3|17020
3|18005
3|18025
3|18030
3|18035
3|18045
3|18055
3|18060
3|18065
3|18075
3|18080
3|18085
3|18090
3|18095
3|18105
3|18115
3|18125
3|18130
3|18135
3|18140
3|18155
4|11007
4|12000
4|12012
4|12018
4|13005
4|13007
4|13009
4|15045
4|16002
5|10004
5|10005
5|10006
5|10010
5|10011
5|10012
5|10013
5|10014
5|10016
5|10017
5|11000
5|11009
5|11010
5|11011
5|11014
5|12002
5|12010
5|12014
5|12016
5|13000
5|13003
5|13010
5|14000
5|14015
5|14035
5|14040
5|14045
5|14050
5|14105
5|14120
5|15015
5|15030
5|15075
5|15105
5|15120
5|15135
5|17002
5|17006
5|17008
5|17010
5|17012
5|17018
5|18020
5|18030
5|18040
5|18045
5|18050
5|18055
5|18060
5|18065
5|18080
5|18085
5|18120
5|18135
5|18140
6|10000
6|10001
6|10002
6|10003
6|10004
6|10005
6|10007
6|10009
6|10012
6|10016
6|10017
6|11000
6|11001
6|11002
6|11006
6|11007
6|11008
6|11011
6|12000
6|12010
6|12014
6|12020
6|13001
6|13002
6|13006
6|13007
6|13008
6|13009
6|14015
6|14020
6|14035
6|14040
6|14055
6|14065
6|14070
6|14080
6|14085
6|14090
6|14095
6|14100
6|14105
6|15000
6|15015
6|15030
6|15060
6|15090
6|15105
6|15135
6|15180
6|16000
6|16002
6|16004
6|16006
6|17000
6|17006
6|17008
6|17012
6|17016
6|17018
6|17020
6|17022
6|18000
6|18005
6|18010
6|18025
6|18035
6|18040
6|18045
6|18065
6|18090
6|18100
6|18110
6|18120
6|18135
6|18140
6|18155
7|10000
7|10001
7|10002
7|10003
7|10004
7|10008
7|10009
7|10011
7|10013
7|10014
7|10015
7|10016
7|10017
7|11000
7|11002
7|11004
7|11007
7|11008
7|11010
7|11012
7|11013
7|12010
7|12012
7|12016
7|12018
7|12020
7|13000
7|13002
7|13003
7|13004
7|14010
7|14020
7|14040
7|14055
7|14060
7|14085
7|14105
7|15015
7|15030
7|15045
7|15060
7|15075
7|15090
7|15105
7|15120
7|15150
7|15180
7|16000
7|16001
7|16002
7|16005
7|16006
7|17002
7|17010
7|17014
7|17018
7|17020
7|17022
7|18000
7|18005
7|18010
7|18020
7|18030
7|18035
7|18040
7|18045
7|18065
7|18070
7|18100
7|18105
7|18125
7|18135
7|18140
7|18155
8|10003
8|10004
8|10006
8|10007
8|10009
8|10010
8|10011
8|10013
8|10015
8|10017
8|11003
8|11006
8|11010
8|11011
8|11013
8|11014
8|12004
8|12010
8|12020
8|13000
8|13001
8|13003
8|13006
8|13007
8|13009
8|14000
8|14010
8|14015
8|14030
8|14050
8|14055
8|14065
8|14070
8|14075
8|14080
8|14090
8|14110
8|14115
8|14120
8|15015
8|15030
8|15045
8|15090
8|15120
8|15165
8|15180
8|16002
8|16003
8|16005
8|16006
8|17002
8|17008
8|17010
8|17014
8|17016
8|17018
8|18015
8|18020
8|18030
8|18040
8|18055
8|18065
8|18085
8|18105
8|18115
8|18140
8|18145
8|18155
9|10006
9|10008
9|10012
9|10013
9|10017
9|11000
9|11002
9|11006
9|11009
9|12000
9|12008
9|12014
9|12016
9|12018
9|13002
9|13009
9|13010
9|14010
9|14015
9|14020
9|14025
9|14045
9|14055
9|14065
9|14070
9|14075
9|14080
9|14085
9|14100
9|14105
9|14110
9|14115
9|14120
9|15000
9|15015
9|15045
9|15075
9|15105
9|15120
9|15165
9|15180
9|16000
9|16004
9|16005
9|17000
9|17004
9|17006
9|17014
9|17016
9|17022
9|18015
9|18020
9|18025
9|18055
9|18060
9|18070
9|18080
9|18095
9|18105
9|18110
9|18125
9|18135
9|18140
9|18150
10|11007
10|11010
10|12012
10|13005
10|13009
10|15135
10|16002
10|16006
11|10000
11|10001
11|10003
11|10004
11|10005
11|10010
11|10011
11|10012
11|10013
11|10014
11|11000
11|11002
11|11003
11|11005
11|11006
11|11011
11|11012
11|11013
11|12004
11|12008
11|12010
11|12014
11|12016
11|13000
11|13003
11|13008
11|13010
11|14000
11|14005
11|14015
11|14030
11|14035
11|14040
11|14050
11|14055
11|14075
11|14085
11|14090
11|14110
11|14120
11|15015
11|15045
11|15060
11|15090
11|15120
11|15180
11|16000
11|16004
11|16005
11|17000
11|17006
11|17016
11|17022
11|18000
11|18005
11|18010
11|18025
11|18040
11|18055
11|18060
11|18065
11|18070
11|18080
11|18090
11|18100
11|18110
11|18115
11|18125
11|18135
11|18145
12|10004
12|10007
12|10010
12|10013
12|10014
12|10015
12|10016
12|11003
12|11004
12|11008
12|11010
12|11011
12|11013
12|12000
12|12002
12|12008
12|12010
12|12012
12|12014
12|12016
12|12020
12|13000
12|13001
12|13002
12|13003
12|13005
12|13006
12|13007
12|13009
12|14005
12|14010
12|14025
12|14030
12|14035
12|14040
12|14050
12|14055
12|14065
12|14075
12|14080
12|14085
12|14110
12|14115
12|15105
12|15120
12|16000
12|16003
12|16004
12|16005
12|17000
12|17002
12|17004
12|17012
12|17014
12|17016
12|17018
12|18000
12|18015
12|18020
12|18030
12|18045
12|18050
12|18060
12|18070
12|18075
12|18080
12|18095
12|18105
12|18110
12|18115
12|18130
12|18135
12|18145
12|18150
